Subdomain,IP,Cloudflare
ec2-52-29-3-118.eu-central-1.compute.amazonaws.com,52.29.3.118,false
ec2-52-30-143-95.eu-west-1.compute.amazonaws.com,52.30.143.95,false
ec2-52-31-75-252.eu-west-1.compute.amazonaws.com,52.31.75.252,false
ec2-52-32-65-238.us-west-2.compute.amazonaws.com,52.32.65.238,false
ec2-52-34-179-182.us-west-2.compute.amazonaws.com,52.34.179.182,false
ec2-52-34-215-192.us-west-2.compute.amazonaws.com,52.34.215.192,false
ec2-52-37-130-132.us-west-2.compute.amazonaws.com,52.37.130.132,false
ec2-52-37-28-227.us-west-2.compute.amazonaws.com,52.37.28.227,false
ec2-52-38-176-64.us-west-2.compute.amazonaws.com,52.38.176.64,false
ec2-52-38-236-101.us-west-2.compute.amazonaws.com,52.38.236.101,false
ec2-52-38-236-211.us-west-2.compute.amazonaws.com,52.38.236.211,false
ec2-52-38-49-80.us-west-2.compute.amazonaws.com,52.38.49.80,false
ec2-52-38-62-21.us-west-2.compute.amazonaws.com,52.38.62.21,false
ec2-52-39-233-144.us-west-2.compute.amazonaws.com,52.39.233.144,false
ec2-52-39-242-234.us-west-2.compute.amazonaws.com,52.39.242.234,false
ec2-52-40-250-72.us-west-2.compute.amazonaws.com,52.40.250.72,false
ec2-52-40-58-252.us-west-2.compute.amazonaws.com,52.40.58.252,false
ec2-52-41-40-55.us-west-2.compute.amazonaws.com,52.41.40.55,false
ec2-52-41-55-29.us-west-2.compute.amazonaws.com,52.41.55.29,false
ec2-52-42-178-43.us-west-2.compute.amazonaws.com,52.42.178.43,false
ec2-52-42-84-72.us-west-2.compute.amazonaws.com,52.42.84.72,false
ec2-52-43-159-209.us-west-2.compute.amazonaws.com,52.43.159.209,false
ec2-52-43-19-53.us-west-2.compute.amazonaws.com,52.43.19.53,false
ec2-52-43-93-27.us-west-2.compute.amazonaws.com,52.43.93.27,false
ec2-52-48-174-189.eu-west-1.compute.amazonaws.com,52.48.174.189,false
ec2-52-50-119-39.eu-west-1.compute.amazonaws.com,52.50.119.39,false
ec2-52-50-155-16.eu-west-1.compute.amazonaws.com,52.50.155.16,false
ec2-52-53-195-57.us-west-1.compute.amazonaws.com,52.53.195.57,false
ec2-52-53-198-217.us-west-1.compute.amazonaws.com,52.53.198.217,false
ec2-52-58-120-51.eu-central-1.compute.amazonaws.com,52.58.120.51,false
ec2-52-58-218-151.eu-central-1.compute.amazonaws.com,52.58.218.151,false
ec2-52-58-229-5.eu-central-1.compute.amazonaws.com,52.58.229.5,false
ec2-52-59-111-244.eu-central-1.compute.amazonaws.com,52.59.111.244,false
ec2-52-59-112-226.eu-central-1.compute.amazonaws.com,52.59.112.226,false
ec2-52-59-14-104.eu-central-1.compute.amazonaws.com,52.59.14.104,false
ec2-52-59-20-102.eu-central-1.compute.amazonaws.com,52.59.20.102,false
ec2-52-59-226-3.eu-central-1.compute.amazonaws.com,52.59.226.3,false
ec2-52-59-24-246.eu-central-1.compute.amazonaws.com,52.59.24.246,false
ec2-52-59-32-86.eu-central-1.compute.amazonaws.com,52.59.32.86,false
ec2-52-59-83-131.eu-central-1.compute.amazonaws.com,52.59.83.131,false
ec2-52-62-16-211.ap-southeast-2.compute.amazonaws.com,52.62.16.211,false
ec2-52-68-56-116.ap-northeast-1.compute.amazonaws.com,52.68.56.116,false
ec2-52-69-160-20.ap-northeast-1.compute.amazonaws.com,52.69.160.20,false
ec2-52-70-146-22.compute-1.amazonaws.com,52.70.146.22,false
ec2-52-77-237-173.ap-southeast-1.compute.amazonaws.com,52.77.237.173,false
ec2-52-77-241-96.ap-southeast-1.compute.amazonaws.com,52.77.241.96,false
ec2-52-78-105-157.ap-northeast-2.compute.amazonaws.com,52.78.105.157,false
ec2-52-78-117-119.ap-northeast-2.compute.amazonaws.com,52.78.117.119,false
ec2-52-78-12-219.ap-northeast-2.compute.amazonaws.com,52.78.12.219,false
ec2-52-78-62-211.ap-northeast-2.compute.amazonaws.com,52.78.62.211,false
ec2-52-78-62-229.ap-northeast-2.compute.amazonaws.com,52.78.62.229,false
ec2-52-79-176-97.ap-northeast-2.compute.amazonaws.com,52.79.176.97,false
ec2-52-79-86-92.ap-northeast-2.compute.amazonaws.com,52.79.86.92,false
ec2-52-87-199-216.compute-1.amazonaws.com,52.87.199.216,false
ec2-52-88-175-1.us-west-2.compute.amazonaws.com,52.88.175.1,false
ec2-52-91-166-55.compute-1.amazonaws.com,52.91.166.55,false
ec2-52-91-177-47.compute-1.amazonaws.com,52.91.177.47,false
ec2-52-91-18-170.compute-1.amazonaws.com,52.91.18.170,false
ec2-52-91-199-182.compute-1.amazonaws.com,52.91.199.182,false
ec2-52-91-2-152.compute-1.amazonaws.com,52.91.2.152,false
ec2-52-91-233-216.compute-1.amazonaws.com,52.91.233.216,false
ec2-52-91-26-243.compute-1.amazonaws.com,52.91.26.243,false
ec2-52-91-30-60.compute-1.amazonaws.com,52.91.30.60,false
ec2-52-91-67-185.compute-1.amazonaws.com,52.91.67.185,false
ec2-54-149-140-162.us-west-2.compute.amazonaws.com,54.149.140.162,false
ec2-54-149-233-81.us-west-2.compute.amazonaws.com,54.149.233.81,false
ec2-54-149-237-198.us-west-2.compute.amazonaws.com,54.149.237.198,false
ec2-54-149-253-221.us-west-2.compute.amazonaws.com,54.149.253.221,false
ec2-54-149-43-159.us-west-2.compute.amazonaws.com,54.149.43.159,false
ec2-54-149-49-1.us-west-2.compute.amazonaws.com,54.149.49.1,false
ec2-54-152-109-210.compute-1.amazonaws.com,54.152.109.210,false
ec2-54-154-62-243.eu-west-1.compute.amazonaws.com,54.154.62.243,false
ec2-54-169-85-18.ap-southeast-1.compute.amazonaws.com,54.169.85.18,false
ec2-54-171-193-5.eu-west-1.compute.amazonaws.com,54.171.193.5,false
ec2-54-171-194-153.eu-west-1.compute.amazonaws.com,54.171.194.153,false
ec2-54-172-184-134.compute-1.amazonaws.com,54.172.184.134,false
ec2-54-172-20-182.compute-1.amazonaws.com,54.172.20.182,false
ec2-54-174-44-247.compute-1.amazonaws.com,54.174.44.247,false
ec2-54-175-0-41.compute-1.amazonaws.com,54.175.0.41,false
ec2-54-186-140-224.us-west-2.compute.amazonaws.com,54.186.140.224,false
ec2-54-186-152-143.us-west-2.compute.amazonaws.com,54.186.152.143,false
ec2-54-186-198-207.us-west-2.compute.amazonaws.com,54.186.198.207,false
ec2-54-186-231-93.us-west-2.compute.amazonaws.com,54.186.231.93,false
ec2-54-186-93-202.us-west-2.compute.amazonaws.com,54.186.93.202,false
ec2-54-187-117-64.us-west-2.compute.amazonaws.com,54.187.117.64,false
ec2-54-191-168-79.us-west-2.compute.amazonaws.com,54.191.168.79,false
ec2-54-191-27-155.us-west-2.compute.amazonaws.com,54.191.27.155,false
ec2-54-191-69-59.us-west-2.compute.amazonaws.com,54.191.69.59,false
ec2-54-191-8-133.us-west-2.compute.amazonaws.com,54.191.8.133,false
ec2-54-198-82-110.compute-1.amazonaws.com,54.198.82.110,false
ec2-54-206-35-172.ap-southeast-2.compute.amazonaws.com,54.206.35.172,false
ec2-54-208-1-15.compute-1.amazonaws.com,54.208.1.15,false
ec2-54-209-212-90.compute-1.amazonaws.com,54.209.212.90,false
ec2-54-213-0-147.us-west-2.compute.amazonaws.com,54.213.0.147,false
ec2-54-218-34-134.us-west-2.compute.amazonaws.com,54.218.34.134,false
ec2-54-218-81-34.us-west-2.compute.amazonaws.com,54.218.81.34,false
ec2-54-228-203-219.eu-west-1.compute.amazonaws.com,54.228.203.219,false
ec2-54-229-24-89.eu-west-1.compute.amazonaws.com,54.229.24.89,false
ec2-54-232-252-32.sa-east-1.compute.amazonaws.com,54.232.252.32,false
ec2-54-233-74-114.sa-east-1.compute.amazonaws.com,54.233.74.114,false
ec2-54-236-236-212.compute-1.amazonaws.com,54.236.236.212,false
ec2-54-241-33-50.us-west-1.compute.amazonaws.com,54.241.33.50,false
ec2-54-245-22-15.us-west-2.compute.amazonaws.com,54.245.22.15,false
ec2-54-245-3-46.us-west-2.compute.amazonaws.com,54.245.3.46,false
ec2-54-246-110-120.eu-west-1.compute.amazonaws.com,54.246.110.120,false
ec2-54-249-151-19.ap-northeast-1.compute.amazonaws.com,54.249.151.19,false
ec2-54-251-198-146.ap-southeast-1.compute.amazonaws.com,54.251.198.146,false
ec2-54-254-204-182.ap-southeast-1.compute.amazonaws.com,54.254.204.182,false
ec2-54-64-250-0.ap-northeast-1.compute.amazonaws.com,54.64.250.0,false
ec2-54-65-130-28.ap-northeast-1.compute.amazonaws.com,54.65.130.28,false
ec2-54-68-58-94.us-west-2.compute.amazonaws.com,54.68.58.94,false
ec2-54-86-46-218.compute-1.amazonaws.com,54.86.46.218,false
ec2-54-86-88-112.compute-1.amazonaws.com,54.86.88.112,false
ec2-54-89-100-80.compute-1.amazonaws.com,54.89.100.80,false
ec2-54-93-75-216.eu-central-1.compute.amazonaws.com,54.93.75.216,false
ec2-79-125-5-180.eu-west-1.compute.amazonaws.com,79.125.5.180,false
ec2-79-125-53-244.eu-west-1.compute.amazonaws.com,79.125.53.244,false
ec2-billing.amazonaws.com,54.239.31.61,false
ec2-capacity.amazonaws.com,72.21.214.77,false
ec2-fips.us-east-1.amazonaws.com,52.94.232.25,false
ec2-fips.us-west-1.amazonaws.com,176.32.118.240,false
ec2-fips.us-west-2.amazonaws.com,52.94.209.4,false
ec2-logbook-gamma.us-east-1.amazonaws.com,52.46.128.126,false
ec2-logbook.ap-northeast-2.amazonaws.com,52.95.195.131,false
ec2-logbook.ca-central-1.amazonaws.com,52.94.97.6,false
ec2-logbook.eu-central-1.amazonaws.com,52.119.190.1,false
ec2-logbook.eu-west-2.amazonaws.com,52.94.56.194,false
ec2-logbook.us-east-2.amazonaws.com,52.95.19.55,false
ec2-merlot.amazonaws.com,54.239.28.183,false
ec2-pinotage.amazonaws.com,54.239.28.182,false
ec2-recovery-api.ap-northeast-1.amazonaws.com,52.95.34.159,false
ec2-recovery-api.ap-northeast-2.amazonaws.com,52.95.194.59,false
ec2-recovery-api.ap-southeast-1.amazonaws.com,54.240.227.124,false
ec2-recovery-api.ap-southeast-2.amazonaws.com,103.8.174.8,false
ec2-recovery-api.eu-central-1.amazonaws.com,52.94.204.25,false
ec2-recovery-api.eu-west-1.amazonaws.com,52.94.218.229,false
ec2-recovery-api.sa-east-1.amazonaws.com,52.94.207.33,false
ec2-recovery-api.us-east-1.amazonaws.com,52.46.132.46,false
ec2-recovery-api.us-east-2.amazonaws.com,52.95.16.180,false
ec2-recovery-api.us-gov-west-1.amazonaws.com,52.46.233.46,false
ec2-recovery-api.us-west-1.amazonaws.com,176.32.119.64,false
ec2-recovery-api.us-west-2.amazonaws.com,52.94.208.247,false
ec2-shiraz.amazonaws.com,72.21.206.105,false
ec2-stats.amazonaws.com,205.251.242.12,false
ec2.amazonaws.com,54.239.29.8,false
ec2.ap-northeast-1.amazonaws.com,54.239.96.125,false
ec2.ap-northeast-2.amazonaws.com,52.95.193.67,false
ec2.ap-south-1.amazonaws.com,52.95.84.21,false
ec2.ap-southeast-1.amazonaws.com,15.221.12.154,false
ec2.ap-southeast-2.amazonaws.com,103.8.174.239,false
ec2.ca-central-1.amazonaws.com,52.94.96.60,false
ec2.eu-central-1.amazonaws.com,54.239.55.167,false
ec2.eu-west-1.amazonaws.com,52.95.122.167,false
ec2.sa-east-1.amazonaws.com,177.72.245.165,false
ec2.us-east-1.amazonaws.com,52.46.155.190,false
ec2.us-east-2.amazonaws.com,52.95.16.2,false
ec2.us-gov-west-1.amazonaws.com,52.119.209.79,false
ec2.us-west-1.amazonaws.com,176.32.118.53,false
ec2.us-west-2.amazonaws.com,52.94.176.190,false
ec2caploan.ap-northeast-1.amazonaws.com,103.246.150.236,false
ec2caploan.eu-west-1.amazonaws.com,176.32.111.109,false
ec2caploan.us-west-1.amazonaws.com,204.246.163.163,false
ec2caploan.us-west-2.amazonaws.com,205.251.235.47,false
ec2messages.ap-northeast-1.amazonaws.com,99.77.62.67,false
ec2messages.ap-northeast-2.amazonaws.com,52.95.194.65,false
ec2messages.ap-south-1.amazonaws.com,52.95.86.141,false
ec2messages.ap-southeast-1.amazonaws.com,15.221.12.185,false
ec2messages.ap-southeast-2.amazonaws.com,99.83.82.50,false
ec2messages.eu-central-1.amazonaws.com,52.94.204.24,false
ec2messages.eu-west-1.amazonaws.com,67.220.228.161,false
ec2messages.sa-east-1.amazonaws.com,52.94.206.147,false
ec2messages.us-east-1.amazonaws.com,67.220.240.161,false
ec2messages.us-gov-west-1.amazonaws.com,52.46.229.70,false
ec2messages.us-west-1.amazonaws.com,176.32.119.56,false
ec2messages.us-west-2.amazonaws.com,52.94.177.131,false
ecco.us-east-1.amazonaws.com,52.206.14.212,false
ecr.eu-west-1.amazonaws.com,67.220.224.90,false
ecr.us-east-1.amazonaws.com,52.46.142.4,false
ecs-a-1.ap-northeast-1.amazonaws.com,54.239.96.41,false
ecs-a-1.ap-southeast-1.amazonaws.com,52.95.35.19,false
ecs-a-1.ap-southeast-2.amazonaws.com,52.119.211.96,false
ecs-a-1.eu-central-1.amazonaws.com,54.239.55.94,false
ecs-a-1.eu-west-1.amazonaws.com,54.239.34.199,false
ecs-a-1.us-east-1.amazonaws.com,54.239.16.66,false
ecs-a-1.us-west-1.amazonaws.com,176.32.114.109,false
ecs-a-1.us-west-2.amazonaws.com,54.240.250.255,false
ecs-a-2.eu-west-1.amazonaws.com,54.239.36.167,false
ecs-a-2.us-east-1.amazonaws.com,54.239.18.202,false
ecs-a-2.us-west-2.amazonaws.com,54.240.251.12,false
ecs-a-3.us-east-1.amazonaws.com,54.239.27.2,false
ecs-t-1.ap-northeast-1.amazonaws.com,54.239.96.62,false
ecs-t-1.ap-southeast-1.amazonaws.com,52.95.35.21,false
ecs-t-1.ap-southeast-2.amazonaws.com,52.119.211.102,false
ecs-t-1.eu-central-1.amazonaws.com,54.239.55.95,false
ecs-t-1.eu-west-1.amazonaws.com,54.239.39.54,false
ecs-t-1.us-east-1.amazonaws.com,54.239.16.206,false
ecs-t-1.us-west-1.amazonaws.com,176.32.118.19,false
ecs-t-1.us-west-2.amazonaws.com,54.240.254.59,false
ecs-t-2.eu-west-1.amazonaws.com,54.239.32.191,false
ecs-t-2.us-east-1.amazonaws.com,54.239.31.190,false
ecs-t-2.us-west-2.amazonaws.com,54.240.251.53,false
ecs-t-3.us-east-1.amazonaws.com,54.239.28.153,false
ecs.amazonaws.com,54.239.16.120,false
ecs.ap-northeast-1.amazonaws.com,52.119.218.172,false
ecs.ap-southeast-1.amazonaws.com,52.119.184.143,false
ecs.ap-southeast-2.amazonaws.com,52.119.211.47,false
ecs.eu-central-1.amazonaws.com,52.119.188.76,false
ecs.eu-west-1.amazonaws.com,52.95.114.96,false
ecs.us-east-1.amazonaws.com,52.94.230.135,false
ecs.us-west-1.amazonaws.com,52.119.180.45,false
ecs.us-west-2.amazonaws.com,52.119.169.134,false
elasticache.ap-northeast-1.amazonaws.com,52.95.34.220,false
elasticache.ap-northeast-2.amazonaws.com,52.95.194.21,false
elasticache.ap-south-1.amazonaws.com,52.95.80.137,false
elasticache.ap-southeast-1.amazonaws.com,54.240.227.165,false
elasticache.ap-southeast-2.amazonaws.com,54.240.206.187,false
elasticache.ca-central-1.amazonaws.com,52.94.104.102,false
elasticache.eu-central-1.amazonaws.com,52.94.205.8,false
elasticache.eu-west-1.amazonaws.com,54.239.35.197,false
elasticache.eu-west-2.amazonaws.com,52.94.48.118,false
elasticache.sa-east-1.amazonaws.com,52.94.206.11,false
elasticache.us-east-1.amazonaws.com,52.94.232.138,false
elasticache.us-east-2.amazonaws.com,52.95.18.137,false
elasticache.us-gov-west-1.amazonaws.com,52.46.224.205,false
elasticache.us-west-1.amazonaws.com,176.32.119.12,false
elasticache.us-west-2.amazonaws.com,52.94.212.112,false
elasticbeanstalk-health.ap-northeast-1.amazonaws.com,3.113.221.129,false
elasticbeanstalk-health.ap-northeast-2.amazonaws.com,3.35.190.66,false
elasticbeanstalk-health.ap-southeast-1.amazonaws.com,52.74.48.169,false
elasticbeanstalk-health.ap-southeast-2.amazonaws.com,54.206.131.240,false
elasticbeanstalk-health.eu-central-1.amazonaws.com,18.159.11.29,false
elasticbeanstalk-health.eu-west-1.amazonaws.com,34.240.27.8,false
elasticbeanstalk-health.sa-east-1.amazonaws.com,54.94.249.79,false
elasticbeanstalk-health.us-east-1.amazonaws.com,34.205.137.60,false
elasticbeanstalk-health.us-east-2.amazonaws.com,3.23.66.5,false
elasticbeanstalk-health.us-gov-west-1.amazonaws.com,3.31.20.87,false
elasticbeanstalk-health.us-west-1.amazonaws.com,52.52.37.137,false
elasticbeanstalk-health.us-west-2.amazonaws.com,54.68.23.101,false
elasticbeanstalk.ap-northeast-1.amazonaws.com,52.193.233.184,false
elasticbeanstalk.ap-northeast-2.amazonaws.com,3.34.64.16,false
elasticbeanstalk.ap-south-1.amazonaws.com,15.207.64.205,false
elasticbeanstalk.ap-southeast-1.amazonaws.com,18.136.19.234,false
elasticbeanstalk.ap-southeast-2.amazonaws.com,3.105.153.187,false
elasticbeanstalk.eu-central-1.amazonaws.com,3.120.124.254,false
elasticbeanstalk.eu-west-1.amazonaws.com,34.248.223.15,false
elasticbeanstalk.sa-east-1.amazonaws.com,18.229.20.99,false
elasticbeanstalk.us-east-1.amazonaws.com,34.237.13.71,false
elasticbeanstalk.us-east-2.amazonaws.com,13.58.16.34,false
elasticbeanstalk.us-gov-west-1.amazonaws.com,3.30.76.185,false
elasticbeanstalk.us-west-1.amazonaws.com,13.56.235.121,false
elasticbeanstalk.us-west-2.amazonaws.com,54.149.230.222,false
elasticfilesystem.eu-west-1.amazonaws.com,52.94.219.142,false
elasticfilesystem.us-east-1.amazonaws.com,52.94.229.44,false
elasticfilesystem.us-east-2.amazonaws.com,52.95.16.236,false
elasticfilesystem.us-west-2.amazonaws.com,52.94.213.125,false
elasticloadbalancing.amazonaws.com,54.239.29.176,false
elasticloadbalancing.ap-northeast-1.amazonaws.com,54.240.225.73,false
elasticloadbalancing.ap-northeast-2.amazonaws.com,52.95.193.82,false
elasticloadbalancing.ap-south-1.amazonaws.com,52.95.88.79,false
elasticloadbalancing.ap-southeast-1.amazonaws.com,52.95.35.79,false
elasticloadbalancing.ap-southeast-2.amazonaws.com,52.119.210.98,false
elasticloadbalancing.ca-central-1.amazonaws.com,52.94.100.87,false
elasticloadbalancing.eu-central-1.amazonaws.com,54.239.55.146,false
elasticloadbalancing.eu-west-1.amazonaws.com,54.239.39.247,false
elasticloadbalancing.sa-east-1.amazonaws.com,177.72.245.191,false
elasticloadbalancing.us-east-1.amazonaws.com,54.239.29.168,false
elasticloadbalancing.us-east-2.amazonaws.com,52.95.20.119,false
elasticloadbalancing.us-gov-west-1.amazonaws.com,52.46.225.29,false
elasticloadbalancing.us-west-1.amazonaws.com,176.32.118.195,false
elasticloadbalancing.us-west-2.amazonaws.com,54.240.253.97,false
elasticmapreduce.amazonaws.com,54.239.30.176,false
elasticmapreduce.ap-northeast-1.amazonaws.com,52.119.222.129,false
elasticmapreduce.ap-northeast-2.amazonaws.com,52.95.193.103,false
elasticmapreduce.ap-southeast-1.amazonaws.com,52.95.35.80,false
elasticmapreduce.ap-southeast-2.amazonaws.com,99.82.185.89,false
elasticmapreduce.ca-central-1.amazonaws.com,52.94.104.70,false
elasticmapreduce.eu-central-1.amazonaws.com,54.239.55.180,false
elasticmapreduce.eu-west-1.amazonaws.com,54.239.39.234,false
elasticmapreduce.eu-west-2.amazonaws.com,52.94.52.75,false
elasticmapreduce.sa-east-1.amazonaws.com,177.72.245.190,false
elasticmapreduce.us-east-1.amazonaws.com,52.94.230.137,false
elasticmapreduce.us-east-2.amazonaws.com,52.95.20.108,false
elasticmapreduce.us-gov-west-1.amazonaws.com,52.46.232.125,false
elasticmapreduce.us-west-1.amazonaws.com,176.32.118.60,false
elasticmapreduce.us-west-2.amazonaws.com,54.240.253.75,false
elastictranscoder.ap-northeast-1.amazonaws.com,54.240.225.116,false
elastictranscoder.ap-south-1.amazonaws.com,52.95.88.110,false
elastictranscoder.ap-southeast-1.amazonaws.com,52.95.35.219,false
elastictranscoder.ap-southeast-2.amazonaws.com,54.240.206.155,false
elastictranscoder.eu-west-1.amazonaws.com,54.239.35.145,false
elastictranscoder.us-east-1.amazonaws.com,54.239.29.113,false
elastictranscoder.us-west-1.amazonaws.com,176.32.118.222,false
elastictranscoder.us-west-2.amazonaws.com,54.240.253.147,false
elb-callback.eu-central-1.amazonaws.com,52.94.204.201,false
electricray.us-gov-west-1.amazonaws.com,205.251.238.134,false
email-smtp-internal.eu-west-1.amazonaws.com,52.95.120.85,false
email-smtp-internal.us-east-1.amazonaws.com,52.46.132.106,false
email-smtp-internal.us-west-2.amazonaws.com,52.119.164.153,false
email-smtp.eu-west-1.amazonaws.com,54.155.137.29,false
email-smtp.us-east-1.amazonaws.com,34.236.208.102,false
email-smtp.us-west-2.amazonaws.com,34.212.255.17,false
email-verification.eu-west-1.amazonaws.com,63.33.188.191,false
email-verification.us-east-1.amazonaws.com,52.4.171.48,false
email-verification.us-west-2.amazonaws.com,35.83.229.149,false
email.eu-west-1.amazonaws.com,63.32.247.4,false
email.us-east-1.amazonaws.com,34.203.96.206,false
email.us-west-2.amazonaws.com,44.236.14.84,false
es-integ.us-east-1.amazonaws.com,54.239.22.82,false
es-staging.eu-west-1.amazonaws.com,52.95.116.145,false
es-staging.us-east-1.amazonaws.com,52.46.128.40,false
es.ap-northeast-1.amazonaws.com,52.119.222.37,false
es.ap-northeast-2.amazonaws.com,52.95.195.67,false
es.ap-southeast-1.amazonaws.com,52.119.185.75,false
es.ap-southeast-2.amazonaws.com,103.8.175.235,false
es.eu-central-1.amazonaws.com,52.94.204.236,false
es.eu-west-1.amazonaws.com,52.95.120.46,false
es.sa-east-1.amazonaws.com,52.94.206.210,false
es.us-east-1.amazonaws.com,52.46.132.6,false
es.us-west-1.amazonaws.com,176.32.112.137,false
es.us-west-2.amazonaws.com,52.119.161.72,false
eu-central-1.queue.amazonaws.com,18.157.237.192,false
eu-west-1.autoscaling.amazonaws.com,54.239.39.101,false
eu-west-1.ec2.amazonaws.com,67.220.226.86,false
eu-west-1.elasticloadbalancing.amazonaws.com,54.239.39.247,false
eu-west-1.elasticmapreduce.amazonaws.com,54.239.35.58,false
eu-west-1.monitoring.amazonaws.com,52.95.122.184,false
eu-west-1.queue.amazonaws.com,63.34.62.21,false
eu-west-2.elasticmapreduce.amazonaws.com,52.94.52.75,false
events-b.ap-northeast-1.amazonaws.com,52.95.34.218,false
events-b.ap-northeast-2.amazonaws.com,52.95.194.24,false
events-b.ap-south-1.amazonaws.com,52.95.88.123,false
events-b.ap-southeast-1.amazonaws.com,52.119.186.231,false
events-b.ap-southeast-2.amazonaws.com,99.83.80.14,false
events-b.eu-central-1.amazonaws.com,52.94.140.147,false
events-b.eu-west-1.amazonaws.com,63.34.62.187,false
events-b.sa-east-1.amazonaws.com,52.94.206.4,false
events-b.us-east-1.amazonaws.com,3.83.168.147,false
events-b.us-east-2.amazonaws.com,3.17.136.255,false
events-b.us-west-1.amazonaws.com,52.119.181.55,false
events-b.us-west-2.amazonaws.com,34.223.25.68,false
events.ap-northeast-1.amazonaws.com,3.112.64.114,false
events.eu-west-1.amazonaws.com,63.34.60.45,false
events.us-east-1.amazonaws.com,3.83.171.158,false
events.us-east-2.amazonaws.com,3.17.136.240,false
events.us-west-2.amazonaws.com,34.223.26.82,false
falcon.gamma.us-east-1.amazonaws.com,54.239.29.108,false
falcon.us-west-2.amazonaws.com,52.46.216.1,false
fba-inbound.amazonaws.com,176.32.96.56,false
fba-inventory.amazonaws.com,176.32.98.129,false
fba.amazonaws.com,176.32.96.52,false
firehose.eu-west-1.amazonaws.com,52.95.112.251,false
firehose.us-east-1.amazonaws.com,3.237.107.41,false
firehose.us-west-2.amazonaws.com,35.89.72.109,false
flow.us-east-1.amazonaws.com,72.21.214.137,false
flume-alpha.us-west-2.amazonaws.com,54.240.248.237,false
flume-gamma.us-west-2.amazonaws.com,54.240.249.113,false
flume.us-west-2.amazonaws.com,54.240.251.16,false
fps.amazonaws.com,176.32.96.29,false
fps.sandbox.amazonaws.com,176.32.101.100,false
fulfillment.amazonaws.com,176.32.96.54,false
gameconnect-sandbox.us-east-1.amazonaws.com,176.32.98.174,false
gameconnect.us-east-1.amazonaws.com,52.94.229.78,false
gamelift.us-east-1.amazonaws.com,52.46.135.130,false
gamelift.us-west-2.amazonaws.com,52.119.164.177,false
gamma-git-elasticbeanstalk.eu-west-1.amazonaws.com,54.239.38.138,false
gamma.storagegateway.us-east-1.amazonaws.com,54.86.109.207,false
git-codecommit.us-east-1.amazonaws.com,52.94.229.29,false
git-codecommit.us-east-2.amazonaws.com,52.95.20.253,false
git-gamma.elasticbeanstalk.us-east-1.amazonaws.com,54.239.22.23,false
git.elasticbeanstalk.ap-northeast-1.amazonaws.com,52.95.34.213,false
git.elasticbeanstalk.ap-southeast-1.amazonaws.com,54.240.226.149,false
git.elasticbeanstalk.ap-southeast-2.amazonaws.com,103.8.175.137,false
git.elasticbeanstalk.eu-central-1.amazonaws.com,54.239.54.215,false
git.elasticbeanstalk.eu-west-1.amazonaws.com,178.236.7.128,false
git.elasticbeanstalk.sa-east-1.amazonaws.com,177.72.244.166,false
git.elasticbeanstalk.us-east-1.amazonaws.com,52.94.232.173,false
git.elasticbeanstalk.us-west-1.amazonaws.com,204.246.163.245,false
git.elasticbeanstalk.us-west-2.amazonaws.com,205.251.235.125,false
glacier.ap-northeast-1.amazonaws.com,54.239.96.233,false
glacier.ap-northeast-2.amazonaws.com,52.95.192.57,false
glacier.ap-southeast-2.amazonaws.com,99.82.187.57,false
glacier.ca-central-1.amazonaws.com,52.94.96.50,false
glacier.eu-central-1.amazonaws.com,54.239.55.34,false
glacier.eu-west-1.amazonaws.com,54.239.39.142,false
glacier.eu-west-2.amazonaws.com,52.94.56.42,false
glacier.us-east-1.amazonaws.com,52.46.159.217,false
glacier.us-east-2.amazonaws.com,52.95.18.94,false
glacier.us-gov-west-1.amazonaws.com,52.46.233.49,false
glacier.us-west-1.amazonaws.com,52.119.177.55,false
glacier.us-west-2.amazonaws.com,52.119.171.228,false
glue-jes-beta.us-east-1.amazonaws.com,52.200.109.203,false
glue-jes-prod.us-east-1.amazonaws.com,54.197.53.177,false
glue-jobexecutor-gamma.us-east-1.amazonaws.com,54.239.21.234,false
gondolin-beta.us-east-1.amazonaws.com,54.239.22.18,false
gondolin-gamma.us-east-1.amazonaws.com,54.239.28.52,false
gondolin.ap-northeast-1.amazonaws.com,54.239.96.36,false
gondolin.ap-southeast-1.amazonaws.com,54.240.226.125,false
gondolin.eu-west-1.amazonaws.com,54.239.32.37,false
gondolin.us-east-1.amazonaws.com,176.32.103.57,false
granite-test.amazonaws.com,176.32.100.124,false
granite.amazonaws.com,44.202.79.252,false
granite.us-east-1.amazonaws.com,72.21.203.55,false
hercules-config-corp.us-west-2.amazonaws.com,52.119.161.187,false
hercules-config-sea.us-west-2.amazonaws.com,52.119.165.16,false
hercules-config.ap-northeast-1.amazonaws.com,52.119.218.58,false
hercules-config.ap-northeast-2.amazonaws.com,52.95.195.151,false
hercules-config.ap-southeast-1.amazonaws.com,52.119.184.105,false
hercules-config.ap-southeast-2.amazonaws.com,52.119.210.154,false
hercules-config.ca-central-1.amazonaws.com,52.94.97.24,false
hercules-config.eu-central-1.amazonaws.com,52.119.190.13,false
hercules-config.eu-west-1.amazonaws.com,52.95.113.49,false
hercules-config.eu-west-2.amazonaws.com,52.94.57.11,false
hercules-config.sa-east-1.amazonaws.com,52.46.173.68,false
hercules-config.us-east-1.amazonaws.com,52.46.156.126,false
