Subdomain,IP,Cloudflare
storagegateway.us-east-1.amazonaws.com,52.44.242.184,false
storagegateway.us-gov-west-1.amazonaws.com,3.30.9.60,false
storagegateway.us-west-1.amazonaws.com,54.67.67.184,false
storagegateway.us-west-2.amazonaws.com,44.233.75.90,false
streams.dynamodb.ap-northeast-1.amazonaws.com,18.177.156.230,false
streams.dynamodb.ap-northeast-2.amazonaws.com,15.165.193.65,false
streams.dynamodb.ap-south-1.amazonaws.com,3.6.70.155,false
streams.dynamodb.ap-southeast-1.amazonaws.com,18.141.148.42,false
streams.dynamodb.ap-southeast-2.amazonaws.com,3.25.37.69,false
streams.dynamodb.ca-central-1.amazonaws.com,15.222.43.152,false
streams.dynamodb.eu-central-1.amazonaws.com,3.127.48.147,false
streams.dynamodb.eu-west-1.amazonaws.com,3.248.244.37,false
streams.dynamodb.eu-west-2.amazonaws.com,52.94.52.32,false
streams.dynamodb.sa-east-1.amazonaws.com,52.94.149.55,false
streams.dynamodb.us-east-1.amazonaws.com,3.238.167.64,false
streams.dynamodb.us-gov-west-1.amazonaws.com,52.46.228.2,false
streams.dynamodb.us-west-1.amazonaws.com,18.144.158.99,false
streams.dynamodb.us-west-2.amazonaws.com,44.234.22.151,false
sts.amazonaws.com,52.119.198.216,false
sts.ap-northeast-1.amazonaws.com,54.239.96.27,false
sts.ap-northeast-2.amazonaws.com,52.95.192.98,false
sts.ap-southeast-1.amazonaws.com,103.246.148.230,false
sts.ap-southeast-2.amazonaws.com,52.119.211.119,false
sts.eu-central-1.amazonaws.com,54.239.54.207,false
sts.eu-west-1.amazonaws.com,67.220.228.229,false
sts.sa-east-1.amazonaws.com,177.72.244.101,false
sts.us-east-1.amazonaws.com,52.119.196.222,false
sts.us-gov-west-1.amazonaws.com,52.46.228.175,false
sts.us-west-1.amazonaws.com,176.32.112.54,false
sts.us-west-2.amazonaws.com,52.94.185.153,false
subscription.marketplace.us-east-1.amazonaws.com,52.94.235.251,false
support.amazonaws.com,34.231.90.54,false
support.us-east-1.amazonaws.com,52.0.177.43,false
swf.ap-northeast-1.amazonaws.com,54.240.225.81,false
swf.ap-northeast-2.amazonaws.com,52.95.193.152,false
swf.ap-southeast-1.amazonaws.com,52.119.187.1,false
swf.ap-southeast-2.amazonaws.com,54.240.206.98,false
swf.ca-central-1.amazonaws.com,52.94.102.26,false
swf.eu-central-1.amazonaws.com,52.94.136.218,false
swf.eu-west-1.amazonaws.com,52.95.126.185,false
swf.eu-west-2.amazonaws.com,52.94.48.36,false
swf.sa-east-1.amazonaws.com,52.94.148.25,false
swf.us-east-1.amazonaws.com,52.46.153.75,false
swf.us-gov-west-1.amazonaws.com,52.46.232.133,false
swf.us-west-1.amazonaws.com,52.119.177.172,false
swf.us-west-2.amazonaws.com,54.240.251.226,false
t.internal.iot.ap-northeast-1.amazonaws.com,175.41.237.19,false
t.internal.iot.ap-northeast-2.amazonaws.com,15.165.124.115,false
t.internal.iot.ap-southeast-1.amazonaws.com,13.250.178.201,false
t.internal.iot.ap-southeast-2.amazonaws.com,13.54.94.14,false
t.internal.iot.eu-central-1.amazonaws.com,18.192.7.6,false
t.internal.iot.eu-west-1.amazonaws.com,34.249.216.165,false
t.internal.iot.us-east-1.amazonaws.com,44.198.128.112,false
t.internal.iot.us-west-2.amazonaws.com,35.160.26.55,false
tag-history-writer-beta-cn.us-east-1.amazonaws.com,52.46.155.99,false
tag-history-writer-beta.us-west-2.amazonaws.com,54.240.249.236,false
tag-history-writer-loadtest.us-east-1.amazonaws.com,52.46.159.200,false
test-539c482c6565fda0648042f79b507e6a.us-east-1.amazonaws.com,72.21.215.97,false
thunderdome.us-west-2.amazonaws.com,54.240.255.36,false
timber-po.ap-northeast-1.amazonaws.com,18.181.204.208,false
timber-po.ap-northeast-2.amazonaws.com,3.34.228.39,false
timber-po.ap-southeast-1.amazonaws.com,13.212.3.65,false
timber-po.ap-southeast-2.amazonaws.com,3.25.178.187,false
timber-po.ca-central-1.amazonaws.com,3.96.143.247,false
timber-po.eu-central-1.amazonaws.com,52.119.188.225,false
timber-po.eu-west-1.amazonaws.com,3.252.50.90,false
timber-po.eu-west-2.amazonaws.com,18.133.45.39,false
timber-po.sa-east-1.amazonaws.com,15.228.1.170,false
timber-po.us-east-1.amazonaws.com,44.202.79.148,false
timber-po.us-east-2.amazonaws.com,3.128.56.143,false
timber-po.us-gov-west-1.amazonaws.com,52.119.209.48,false
timber-po.us-west-1.amazonaws.com,3.101.114.82,false
timber-po.us-west-2.amazonaws.com,35.92.124.252,false
tracer-fe.us-east-1.amazonaws.com,52.46.144.53,false
trent-sandbox.us-east-1.amazonaws.com,209.54.183.80,false
tusk.ap-northeast-1.ec2-services.amazonaws.com,52.119.220.98,false
tusk.ap-southeast-2.ec2-services.amazonaws.com,54.240.206.252,false
tusk.eu-central-1.amazonaws.com,52.94.205.122,false
tusk.sa-east-1.ec2-services.amazonaws.com,52.94.206.227,false
tusk.us-west-2.ec2-services.amazonaws.com,52.119.168.141,false
us-east-1.autoscaling.amazonaws.com,54.239.31.45,false
us-east-1.ec2.amazonaws.com,209.54.182.94,false
us-east-1.elasticloadbalancing.amazonaws.com,54.239.24.215,false
us-east-1.elasticmapreduce.amazonaws.com,54.239.31.9,false
us-east-1.monitoring.amazonaws.com,52.46.147.209,false
us-east-2.elasticmapreduce.amazonaws.com,52.95.18.102,false
us-gov-west-1.elasticmapreduce.amazonaws.com,52.46.232.125,false
us-gov-west-1.queue.amazonaws.com,52.119.208.82,false
us-west-1.autoscaling.amazonaws.com,176.32.118.214,false
us-west-1.ec2.amazonaws.com,176.32.118.53,false
us-west-1.elasticloadbalancing.amazonaws.com,176.32.118.195,false
us-west-1.elasticmapreduce.amazonaws.com,176.32.118.68,false
us-west-1.monitoring.amazonaws.com,176.32.119.193,false
us-west-1.queue.amazonaws.com,52.119.180.90,false
us-west-2.autoscaling.amazonaws.com,54.240.249.143,false
us-west-2.ec2.amazonaws.com,52.94.176.190,false
us-west-2.elasticloadbalancing.amazonaws.com,54.240.251.193,false
us-west-2.elasticmapreduce.amazonaws.com,54.240.253.75,false
us-west-2.queue.amazonaws.com,44.234.123.130,false
waf.amazonaws.com,54.239.31.79,false
wam-idb.eu-west-1.amazonaws.com,52.94.221.56,false
wam-idb.us-east-1.amazonaws.com,52.94.226.105,false
wam-idb.us-west-2.amazonaws.com,52.94.210.181,false
wam-ps.eu-west-1.amazonaws.com,52.94.219.103,false
wam-ps.us-east-1.amazonaws.com,52.94.234.12,false
wam-ps.us-west-2.amazonaws.com,52.94.211.61,false
warpdriveservice.us-east-1.amazonaws.com,52.94.228.146,false
warpdriveservice.us-west-2.amazonaws.com,52.94.209.2,false
warpspeed.eu-central-1.amazonaws.com,54.239.54.219,false
web-boavista.us-east-1.amazonaws.com,100.125.67.86,false
web-quicksight.eu-west-1.amazonaws.com,52.95.125.213,false
web-quicksight.us-east-1.amazonaws.com,209.54.176.169,false
web-quicksight.us-west-2.amazonaws.com,52.94.184.31,false
workdocs.ap-northeast-1.amazonaws.com,99.77.62.79,false
workdocs.ap-southeast-2.amazonaws.com,52.119.211.112,false
workdocs.eu-west-1.amazonaws.com,54.239.39.229,false
workdocs.us-east-1.amazonaws.com,54.239.28.54,false
workdocs.us-west-2.amazonaws.com,54.240.249.131,false
workspaces-auth-proxy-preview.us-east-1.amazonaws.com,52.94.224.43,false
workspaces-auth-proxy-preview.us-west-2.amazonaws.com,52.94.212.44,false
workspaces-auth-proxy.us-east-1.amazonaws.com,52.94.228.7,false
workspaces-gamma-preview.us-west-2.amazonaws.com,52.94.209.138,false
workspaces.ap-northeast-1.amazonaws.com,52.119.218.19,false
workspaces.ap-southeast-1.amazonaws.com,54.240.227.193,false
workspaces.ap-southeast-2.amazonaws.com,103.8.174.44,false
workspaces.eu-west-1.amazonaws.com,52.94.217.141,false
workspaces.us-east-1.amazonaws.com,52.94.234.5,false
workspaces.us-west-2.amazonaws.com,52.94.212.100,false
wormhole.us-east-1.amazonaws.com,176.32.99.78,false
wormhole.us-west-2.amazonaws.com,205.251.235.57,false
wss.188370b3-b45e-4188-af8d-5420c505f5d1.us-east-1.amazonaws.com,54.84.75.5,false
wss.188370b3-b45e-4188-af8d-5420c505f5d1.us-west-2.amazonaws.com,52.10.253.34,false
zocalo.ap-northeast-1.amazonaws.com,99.77.62.79,false
zocalo.ap-southeast-1.amazonaws.com,15.221.12.201,false
zocalo.ap-southeast-2.amazonaws.com,54.240.206.87,false
zocalo.eu-west-1.amazonaws.com,54.239.39.133,false
zocalo.us-east-1.amazonaws.com,54.239.28.245,false
zocalo.us-west-2.amazonaws.com,54.240.249.131,false
